Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Drama,5,14,Shetgaonkar,Paoli,Jean,Cedric
Drama,7,8,Rashid,Bimla,B.,Sitara
Drama,7,15,Chopra,Amitabh,Hema,Salman
Adventure,6,11,Bhatt,Master,Bharati,Anwar
Action,4,9,Cawas,Fearless,John,Krishna
Drama,5,6,Kashyap,Raza,Puneet,Lalit
Action,6,11,Malhotra,Ashok,Shatrughan,Shabana
Drama,5,18,Raman,Karan,Vyjayanthimala,Pran
Mystery,7,54,Hasan,Meena,Dharmendra,Rehman
Drama,6,10,Khan,Sheikh,Nalini,Harish
Drama,6,10,Samanta,Chaman,Karan,Usha
Drama,6,17,Prakash,Ashok,Mala,Joy
Drama,6,16,K.,Vikas,Bharat,B.L.
Drama,6,42,Prakash,Guru,Feroz,Nasir
Adventure,6,24,Vasan,Madhubala,Ratan,Agha
Comedy,7,3,R.,Sanjay,Ram,Raghav
Action,7,32,Leela,Ranveer,Deepika,Priyanka
Fantasy,6,7,Vyas,Mahipal,Chandrashekhar,Tiwari
Animation,4,13,S.,Vidit,Parminder,Sanjeev
Drama,5,8,Pendhkar,Madhu,Anand,Janhavi
Comedy,7,12,Kaushik,Ayushmann,Bhumi,Yami
Adventure,5,7,Bhatt,Baldev,Usha,Randhawa
Action,5,54,Chandrashekhar,Bindu,Anuradha,Vijay
Drama,6,16,Tandon,Manoj,Saira,Dev
Comedy,7,17,Jaiswal,Anil,Abha,Ankita
Romance,5,21,D'Souza,Avinash,Ayesha,Saeed
Action,4,7,Mitra,Amjad,Kulbhushan,Vidya
Crime,6,13,Ahmad,Surekha,Madhavi,David
Romance,7,1,Chandel,Aditya,Shalini,Vijay
Drama,6,21,Bhakri,Manoj,Vijaya,I.S.
Comedy,7,15,Sharma,Ranveer,Anushka,Ranjit
Drama,6,6,Chunder,Meena,Pradeep,Motilal
Action,4,1,Muralimohana,Rajesh,Jackie,Salman
Drama,6,13,Roy,Chandrashekhar,Utpal,Mazhar
Drama,7,36,Sharma,Shashi,Zeenat,Rakhee
Family,7,7,Chhopel,Abhishek,Danny,Gitanjali
Drama,6,27,Bose,Ashok,Shyama,Kishore
Action,4,26,Sarkar,Uttam,Sulakshana,Utpal
Comedy,7,17,Bose,Ashok,Meena,Daisy
Action,6,47,Bapaiah,Rajesh,Hema,Danny
Biography,7,4,Kapur,Seema,Nirmal,Rajesh
Action,5,22,Anand,Hrithik,Katrina,Pawan
Comedy,4,1,Anshuman,Jacqueline,Michalina,Riteish
Action,4,1,Jadhav,Riteish,Nargis,Aditya
Drama,6,27,Bhatt,Jeetendra,Babita,Shatrughan
Drama,5,48,Verma,Amitabh,Jaya,Anwar
Drama,6,6,Rakesh,Raj,Lalita,Nimmi
Drama,6,8,Amarnath,Ajit,Shakila,Brahm
Musical,6,18,Amarnath,Geeta,Ajit,Pran
Comedy,6,1,Menon,Naseeruddin,Vijay,Arjun
Drama,5,36,Bandopadhyay,Sreelekha,Sudip,Rudranil
Drama,6,18,Kashyap,Suraiya,Rehman,Ulhas
Romance,4,9,Krishnan,S.,Jagdeep,Nanda
Romance,5,8,Kumar,Navin,Rekha,Radhakrishan
Mystery,7,1,Bhargava,Amit,Manjari,Aaryan
Action,5,1,Santoshi,Bobby,Twinkle,Raj
Comedy,6,21,Desai,Om,Pooja,Rushabh
Comedy,5,54,Menon,Purab,Nandita,Rajiv
Drama,6,21,Chakrabarty,Mumtaz,Ulhas,Mumtaz
Comedy,6,33,Mitra,Nutan,Shammi,Minoo
Drama,7,32,Nawathe,Bharat,Nimmi,Kumkum
Action,4,9,Shah,Ishrat,Sadashiv,Avtar
Action,7,27,Amrapurkar,Liyaqat,Brij,Rajendra
Action,7,10,Advani,John,Nora,Mrunal
Comedy,7,1,Chatterjee,Amol,Tina,Asrani
Drama,6,4,Narayan,Shahid,Shraddha,Divyendu
Drama,6,12,Thakur,Pradeep,Nirupa,Rehman
Drama,6,36,Nath,Raj,Geeta,Vijayalaxmi
Adventure,7,11,Kaul,Rajesh,Tina,Pran
Drama,6,6,Amarnath,Nigar,Shyam,Gope
Drama,4,15,Mehra,Ahmed,Om,Jeet
Drama,5,15,Bhatt,Amit,Vrajesh,Shakti
Action,4,7,Kumar,Bandini,Raj,Apeksha
Drama,6,7,Bedi,Rajesh,Zaheera,Asha
Action,4,8,Sharma,Sidhant,Malvika,Raza
Drama,5,16,Bhattacharya,Nanda,Manoj,Shashikala
Crime,6,7,Mistry,Ashok,Nirupa,Pran
Mystery,5,37,Goila,Sanjay,Karishma,Aashish
Drama,5,10,Mishra,Pawan,Satyajeet,Vikas
Horror,5,10,Roy,Jayanta,Anupama,Farida
Drama,6,24,J.,Dharmendra,Supriya,Sailesh
Action,5,2,Mukherji,Amitabh,Pallavi,Naseeruddin
Action,5,17,Suri,Rajesh,Ashok,Farha
Comedy,5,1,Pannalal,Arvind,Rajkummar,Shruti
Drama,5,14,Bhan,Sulabha,Omkar,Nandu
Fantasy,4,5,Nanda,Dheeraj,Snehlata,Mehmood
Drama,4,32,Prasad,Mithun,Aditya,Payal
Drama,7,39,Khalil,Meena,Ashok,Shashi
Action,5,29,Jain,Sandeep,Mithun,Roshini
Drama,7,30,Kanchi,Harish,Meghana,Srinivasa
Drama,6,42,Sidana,Shashi,Mithun,Poonam
Action,4,59,Chandra,Sanjay,Mamta,Amrish
Drama,6,17,Amarnath,Madhubala,Ajit,Pramila
Action,4,11,Harisinghaney,Vikas,Vijay,Master
Action,6,32,Jhalani,Sanjeev,Mala,Shatrughan
Drama,6,1,Kumar,Anil,Madhuri,Aruna
Action,4,44,Durrani,Raaj,Shatrughan,Jay
Drama,5,10,Malhotra,Nanda,Sanjay,Kishore
Comedy,6,31,Prasad,Sunil,Saroja,Jamuna
Drama,4,2,Darshan,Anil,Akshay,Kareena
Drama,5,58,Thyagaraajan,Rajesh,Rajinikanth,Padmini
Thriller,6,30,Joon,Anshu,Vishvendra,Dhirendra
Comedy,5,3,Asthana,Ayushmann,Sonam,Rishi
Musical,5,35,Johar,Kishore,Mala,I.S.
Crime,6,7,Rajsingh,Tushar,Isheta,Dipti
Documentary,6,58,Dow,Ruchika,Pooja,Harry
Drama,7,2,Majidi,Ishaan,Malavika,Goutam
Horror,6,32,Sood,Adeel,Suzzana,Debonita
Drama,6,47,Krishnan,S.,Balraj,Pandharibai
Drama,5,30,J.,Balraj,Meena,Sailesh
Drama,6,9,Osten,Renuka,Paidi,Meera
Action,6,21,Bhagwan,Kishore,Shashikala,Smriti
Drama,6,8,Rawal,Rajni,Ramesh,Shrikant
Action,4,18,Pawar,Mithun,Manvi,Mohan
Animation,6,57,Kaul,Tabu,Milind,J.V.
Comedy,5,43,Naidu,Ashok,Deven,Kaajal
Action,6,10,Bohra,Ajit,Kumud,Manher
Drama,4,24,Bhimsingh,Ashok,Sunil,Nutan
Action,5,18,Nawathe,Sunil,Asha,Mumtaz
Action,5,37,Desai,Jeetendra,Hema,Shatrughan
Drama,6,5,Sippy,Daisy,Rajan,Kathana
Drama,5,15,Raman,Ashok,Kishore,Nimmi
Action,4,29,Prasad,Hemant,Mithun,Jack
Drama,5,35,Raje,Ashwini,Sridhar,Manohar
Drama,7,7,Majumdar,Tarun,Vijaya,Gopal
Adventure,5,7,Kumar,Jeevan,Sashi,Leela
Drama,5,6,Rathod,Neelam,Hydershah,Kumar
Biography,7,19,Krishnamurthy,Arathi,K.S.,Sharapanjara
Adventure,7,13,Singh,Dara,Satish,Bharat
Family,4,35,Arun,Nandamuri,Anjala,Shilpa
Drama,6,11,Nath,Dharmendra,Daya,Manoj
Horror,5,15,Bajpai,Prashant,Deepanshu,Rumana
Comedy,5,34,Singh,Prerika,Aradhya,Anmol
Drama,6,24,Sonie,Ashok,Randhir,Parveen
Comedy,6,58,Singh,Shaurya,Karhan,Jashan
Action,4,22,Abbas,Salman,Katrina,Sunil
Action,5,13,Tyagi,Chandrachur,Flora,Shatrughan
Adventure,6,9,Bhatt,Prem,K.B.,Umakant
Comedy,6,24,Shankar,Guru,Asha,Mehmood
Action,5,48,Dinesh,Shashi,Shatrughan,Zeenat
Action,7,7,Motwane,Harshvardhan,Priyanshu,Ashish
Drama,6,35,Bhatt,Shabana,Marc,Saeed
Comedy,6,5,Faizan,Luv,Prashant,Jaideep
Horror,4,6,Mittal,Anil,Tina,Bharat
Horror,4,24,Mittal,Birbal,Shail,Anil
Romance,6,18,Misra,Raj,Smita,Dina
Drama,4,8,Ganesan,Cho,Sridevi,Vijayalalitha
Comedy,7,11,Ballary,Vinay,Rajat,Sarika
Comedy,4,1,Ballary,Vinay,Kay,Minissha
Drama,6,9,Atorthy,Rattan,Master,I.A.
Action,4,32,A.,Mithun,Harish,Anjali
Drama,4,9,Shanker,Vinod,Vasudev,Vishal
Comedy,6,19,Gazi,Ali,Raj,Suresh
Drama,7,1,Makhija,Manoj,Santosh,Ipshita
Action,4,12,Sasi,Aachi,Rajinikanth,Seema
Action,5,23,Birje,Dharmendra,Shakti,Sikander
Action,5,23,Adhikari,Firoz,Harbans,Deven
Action,6,5,Dinesh,Ramesh,Shatrughan,Reena
Drama,6,5,Saran,Amrish,Tamanna,Tariq
Comedy,6,6,Desai,Ghori,Dixit,Kamlabai
Action,5,1,Kumar,Sharad,Sunny,Aditi
Horror,6,3,Gopal,Ajay,Urmila,Nana
Horror,4,9,Gawli,Sapna,Junior,Jyoti
Horror,5,4,Pratap,Vicky,Ashutosh,Meher
Comedy,6,5,Tiwari,Amitabh,Boman,Parth
Comedy,6,8,Sharma,Amitabh,Juhi,Satish
Drama,7,1,Kumar,Martin,Mischa,Kal
Action,5,2,Jagannadh,Amitabh,Hema,Sonu
Action,5,2,Dhanoa,Bobby,Rani,Ashish
Drama,6,54,Prasad,Jeetendra,Leena,Durga
Drama,7,23,Bose,Pahadi,Durgadas,Chhayadevi
Action,5,6,Muthuraman,Raghuvaran,Rajinikanth,Roobini
Drama,6,22,Sayed,Arti,Amit,Janardhan
Action,4,34,Khalid,Mithun,Gajendra,Siddharth
Action,7,53,Das,Chiranjeevi,Mohan,Radhika
Action,4,41,Misra,Shatrughan,Anita,Govinda
Drama,6,26,Angre,Neel,Sneha,Abhishek
Drama,5,31,Swaroop,Asha,Biswajit,Nishi
Drama,6,17,Bose,Bindu,Leela,Raju
Comedy,4,22,Sharma,Ashrita,Arsh,Manoj
Drama,6,25,Rakshit,Asha,Vinod,Sarika
Comedy,5,18,Dutt,Rekha,Vinod,Johnny
Drama,5,12,Krishnan,S.,Padmini,Balraj
Drama,5,33,Kamlani,Shashi,Faryal,Pran
Drama,6,51,Roy,Kamini,Abhi,Shakuntala
Drama,5,5,Sharif,Tariq,Sona,Meena
Adventure,5,11,Bene,Amanda,Lars-Erik,Anders
Drama,7,27,Singh,Bhankheri,Rani,Gopi
Comedy,6,45,Mukherjee,Biswajit,Mehmood,Shabnam
Comedy,5,5,Dhawan,Karisma,Salman,Anil
Action,6,25,Ahmad,Balraj,Minoo,Johnny
Action,4,26,Das,Kavitha,Padma,Pandharibai
Drama,7,23,Deo,Ashutosh,Chitrashi,Murli
Drama,6,24,Sathyu,Aleksandr,Reshama,Prince
Thriller,5,46,N,Samiksha,Abhilash,Sanjana
Action,5,43,s,Dharmendra,Alismita,Pankaj
Comedy,7,9,Deo,Irrfan,Kirti,Urmila
Drama,7,35,Dutta,Akash,Shilpa,Karan
Drama,5,51,Ganguli,Sapna,Nitin,Amit
Adventure,7,3,Thahir,Dulquer,Sunny,Bala
Comedy,6,5,Sippy,Abhishek,Priyanka,Riteish
Comedy,7,1,Kapoor,Dimple,Rishi,Pran
Comedy,5,2,Iqbal,Vidya,Ali,Mahima
Romance,4,37,Parmaar,Usha,Monalisa,Hyder
Drama,6,24,Sivan,Chandra,Sugandha,Brijendra
Action,5,8,Shetty,Amitabh,Abhishek,Ajay
Crime,4,28,Bokadia,Tanvi,Prem,Shakti
Biography,7,20,Nagdeve,Shyam,Sameer,Jeetendra
Thriller,4,12,Singh,Arun,Piyush,Deepak
Action,6,25,Balraj,Ronit,Aditya,Kishori
Crime,7,16,Narang,Kishore,Mala,Amar
Action,5,9,Rao,Nagarjuna,J.D.,Prabhu
Drama,6,5,Akhtar,Dibakar,Karan,Anurag
Action,5,5,Kashyap,Ranbir,Anushka,Karan
Action,4,27,Tandon,Jeetendra,Parveen,Tom
Drama,5,1,Darshan,Amitabh,Rakhee,Akshay
Action,4,10,Mahshar,Navin,Pankaj,Birbal
Crime,6,31,Rajaram,Jeetendra,Mumtaz,Akashdeep
Action,7,14,Dutta,Sunny,Sunil,Akshaye
Action,5,10,D'Souza,Akshay,Shiv,Mithun
Adventure,6,10,Feroz,Mantosh,Jahina,Mohd
Romance,4,8,U.,Sheeba,Ravi,Kiran
Documentary,6,19,Achté,Aspar,Vedprakash,Harish
Comedy,5,43,Vats,Gulshan,Rajkummar,Anshuman
Crime,5,38,Subhash,Govinda,Madhoo,Ayesha
Drama,7,50,Rama,N.T.,Nandamuri,Bhanupriya
Comedy,5,4,Aslam,Deepika,Shahana,Sharmila
Comedy,5,2,Lieberman,Vinay,Camilla,Russell
Documentary,6,33,Rangayan,Vivek,Manohar,Anand
Comedy,6,20,Chadha,Martin,Aishwarya,Nadira
Drama,7,8,Kumar,Mandakini,Rajesh,Sanjay
Action,6,12,Malhotra,Akshay,Sidharth,Jackie
Drama,7,17,Sarup,K.K.,Kuber,Virendra
Adventure,7,6,Kumar,Shabana,Dharmendra,Pooja
Crime,6,2,Agnihotri,Aanchal,Mahie,Pallavi
Biography,7,1,Padhi,Manoj,Mayur,Gajraj
Drama,6,10,Dutt,Tripti,Avinash,Rahul
Comedy,7,25,Joon,Md.,Amaresh,Anubhav
Action,4,17,Butani,Dheerendra,Kay,Shriya
Action,5,3,Dhulia,Saif,Sonakshi,Vidyut
Comedy,4,41,Khan,Rajpal,Omkar,Subrat
Comedy,6,56,Kapoor,Rajesh,Shammi,Sulakshana
Drama,5,6,Sinha,Rakesh,Shatrughan,Yogeeta
Comedy,6,6,Ali,Abhishek,Rani,Amitabh
Romance,6,8,Harish,Ashok,Sheikh,Kumkum
Drama,6,8,Latif,Prem,Nimmi,Kishore
Comedy,6,16,Kandhari,Neha,Zafar,Rajpal
Comedy,5,1,Yardi,Tusshar,Anupam,Rajpal
Action,5,17,Hussain,Feroz,Mumtaz,Helen
Drama,4,6,P.,Hemant,Rituparna,Akash
Action,6,2,Santoshi,Anil,Madhuri,Namrata
Comedy,5,36,Toprani,Priyanka,Charu,Yash
Drama,6,24,Kapoor,Zaheera,Vikram,Iftekhar
Drama,6,13,Prasad,Nagarjuna,Kushboo,Dubbing
Animation,7,11,Tripathi,Namit,Trisha,Suresh
Action,7,13,Malkan,Suneil,Vijayata,Kevin
Drama,7,42,Shrikanth,Kishan,Jayashree,Jackie
Drama,5,2,Kadav,Vikrant,Shweta,Nandu
Action,4,8,Advani,Akshay,Deepika,Chia-Hui
Documentary,7,31,Johar,Cecilia,Pankaj,Rishi
Drama,5,2,Bhatt,Naseeruddin,Shah,Pooja
Action,6,1,Parashar,Sridevi,Sunny,Rajinikanth
Action,5,17,Verma,Rajat,Mithun,Dinesh
Action,5,5,Naidu,Vinod,Vidya,Mahendra
Drama,7,26,Rajaram,Ranjana,Siddharth,Yashwant
Action,4,8,Waris,Tina,Master,Mithun
Drama,5,38,Harishankar,Soha,Zakir,Seema
Comedy,7,12,Om,Kishore,Anita,Master
Comedy,7,12,Haasan,Kamal,Amrish,Om
Drama,5,10,Bhattacharjee,Biswajit,Mala,Jeetendra
Drama,7,11,Upadhyay,Ayush,Mansi,Megha
Comedy,4,24,Rewal,Konkona,Zafar,Gaurav
Comedy,5,1,Saluja,Zain,Rahul,Kapil
Drama,6,39,Mukherjee,Dharmendra,Saira,Bindu
Action,5,27,Roy,Shashi,Rekha,Pran
Action,4,28,Prakash,Shakur,Abishek,Zakir
Action,6,3,Jha,Arjun,Abhay,Manoj
Action,6,40,Chatterjee,Rajesh,Neetu,Vinod
Action,6,8,Bhatt,Nirupa,Paidi,Nishi
Drama,6,26,Singh,Javed,Anand,Adityansh
Comedy,4,45,Sharma,Pawan,Vrajesh,Brijendra
Comedy,4,3,Dhawan,Sanjay,Salman,Karisma
Comedy,6,47,Chakraborty,Sonam,Sagar,Mukesh
Action,5,7,Bannerjee,T.N.,Kiran,Alka
Action,5,5,Begum,Habib,Shyam,Vijay
Comedy,6,3,Shah,Vinay,Lara,Yana
Comedy,4,44,Pande,Rajpal,Shekhar,Sayali
Comedy,6,7,Tillekar,Raghuvir,Himani,Sanjay
Action,6,39,Sonie,Rajesh,Parveen,Rakesh
Drama,6,14,Mirza,Shah,Rani,Jas
Romance,5,54,Dar,Simi,Bhisham,Nazneen
Drama,6,11,Kumar,Rita,Master,Harindranath
Comedy,7,5,Dhar,Jitendra,Ritika,Bhuvan
Comedy,6,5,Mehra,Naseeruddin,Shah,Urmila
Action,5,24,Maheshwari,Pradeep,Raaj,Shatrughan
Drama,7,2,Mishra,Kareena,Rahul,Rinke
Comedy,7,1,Chatterjee,Anil,Amrita,Om
Drama,5,8,Jaswantlal,Bharat,Suchitra,Pran
Action,4,10,Venkatesh,Vincent,Salim,Cochin
Comedy,4,2,Ghosh,Shahid,Genelia,Mohnish
Drama,4,24,Singh,Bobby,Armaan,Gracy
Drama,6,13,Bhakri,Balraj,Manoj,Meena
Crime,6,24,Guha,Ashok,Dharmendra,Nirupa
Drama,6,52,Minhaj,Mukesh,Ishrat,Aliza
Romance,6,35,Engineer,Somesh,Shahib,Kannu
Adventure,5,20,Sundaram,Dara,Anwar,Master
Romance,4,54,Shamsi,Samir,Talat,Tamannaah
Drama,4,16,Ram,Sanjeev,Padmini,Jeevan
Action,5,42,Prasad,Kasam,Amrish,Asrani
Horror,4,9,Pratap,Aparna,Rakesh,Sudhir
Drama,6,43,Memon,Meena,Dharmendra,Mehmood
Action,5,42,Khan,Sanjay,Parveen,Prem
Drama,6,1,Chopra,Sridevi,Rishi,Vinod
Crime,7,2,Bhandarkar,Tabu,Atul,Rajpal
Drama,5,9,Chopra,Meena,Shekhar,Jeevan
Drama,6,39,Vasan,Rajkumari,M.K.,Ranjan
Action,4,26,Shakti,Abbas,Abhinayasri,Sharat
Adventure,4,11,Rajaram,Nalini,Sureshbabu,Rajani
Drama,5,17,Bose,Chhabi,Bharati,Kanan
Action,7,20,Kapoor,Prem,Bina,Sheikh
History,6,17,Kumar,Kanchan,Abhijit,Manoj
Adventure,6,21,Wadia,Feroz,Sayeeda,Mukri
Drama,6,24,Chopra,Shashi,Nanda,Manmohan
Action,5,11,Ziree,Shyama,Kishore,Agha
Drama,5,28,Thapa,Vikram,Om,Lakshmi
Action,5,47,Bapaiah,Asrani,Mithun,Prem
Drama,6,11,Ishara,Parveen,Salim,Gautam
Drama,7,58,Samanta,Sharmila,Sanjeev,Yogeeta
Comedy,5,4,Dhawan,Ali,Siddharth,Divyendu
Comedy,5,7,Ravindra,Smita,Raj,Reema
Action,6,5,Kapoor,Vinod,Prem,Yogeeta
Drama,6,15,Singh,Muntazir,Richa,Vivek
Comedy,6,4,Balki,Amitabh,Tabu,Paresh
Animation,4,16,Mallik,Asrani,Sabyasachi,Mahesh
Comedy,5,2,Menon,Saif,Padmapriya,Svar
Thriller,5,22,Kaushik,Divya,Manisha,Jackie
Drama,6,32,Adhikari,Ayub,Madhoo,Varsha
Drama,6,53,Tilak,Sanjeev,Rekha,Vinod
Romance,5,8,Kabir,Bharti,Karanvir,Kavin
Action,6,50,Shetty,Deepika,Shah,Sathyaraj
Drama,6,27,Ishara,Anil,Shatrughan,Rehana
Comedy,6,13,Naik,Priyadarshini,Nayana,Master
Comedy,6,15,Mehta,Rajkummar,Nushrat,Mohd.
Action,6,6,Dutt,Navin,Nanda,Shatrughan
Biography,5,25,Gulzar,Deepika,Vikrant,Madhurjeet
Drama,7,42,Mukherjee,Sunil,Asha,Nirupa
Comedy,6,9,Sadiq,Shyama,Johnny,Anita
Drama,6,31,Babbar,Aniruddh,Rashmi,Satish
Comedy,6,15,Pratyagatma,Rehman,Nutan,Master
Animation,6,22,Chilaka,Jigna,Julie,Rajesh
Comedy,5,24,Akbar,Ameeta,Mehmood,Johnny
Crime,5,17,Shankar,Shammi,Sadhana,Shashikala
Drama,6,35,Prasad,Balraj,Shyama,Rehman
Drama,5,22,Baig,Vikas,Beena,Bindu
Drama,6,39,Sarkar,Vyjayanthimala,Uttam,Rajendranath
Drama,5,30,Sirrinn,Natalia,Ashutosh,Makrand
Comedy,6,12,Pipalwa,Chetan,Mayur,Abhimanyu
Drama,7,15,Amrohi,Svar,Ayush,Vinay
Comedy,7,7,Bahl,Nitesh,Irfan,Sanath
Drama,7,15,Kothare,Anand,Laxmikant,Priya
Action,6,1,Santoshi,Om,Naseeruddin,Danny
Drama,4,9,Maheshwari,Leena,Sanjay,Pran
Drama,7,4,Singh,Satyanshu,Vinay,Tillotama
Drama,6,48,Khosla,Sunil,Asha,Om
Drama,7,38,Goel,Rajendra,Meena,Mumtaz
Action,7,1,Pain,Manoj,Barry,Delzad
Crime,4,1,Agnihotri,Anil,Sunil,Arshad
Drama,5,4,Kashyap,Saiyami,Roshan,Amruta
Family,7,7,Saini,Puru,Pankaj,Parikshit
Drama,6,8,Singh,Ravi,Meghna,Chandrachur
Comedy,6,4,Yardi,Abhay,Mithila,Vijay
Action,6,53,Kaul,Aditya,Pooja,Aruna
Comedy,4,22,S.,Asrani,Kurush,Manoj
Action,6,24,Narayan,Shammi,Sumitra,Chitra
Crime,6,23,Prakash,Vijay,Leena,Trilok
Action,5,8,Tandon,Shatrughan,Reena,Bindu
Action,6,34,Sadanah,Randhir,Zeenat,Ashok
Action,4,1,Dhawan,Bobby,Om,Paresh
Comedy,4,14,Kapoor,Naseeruddin,Karan,Neelam
Crime,5,29,Khan,Shatrughan,Parveen,Shakti
Action,5,44,Raj,Shashi,Vinod,Parveen
Action,5,5,P.,Sanjay,Radha,Kamran
Comedy,5,4,Alibhai,Mastan,Salman,Rani
Comedy,5,39,Swaroop,Jeetendra,Neetu,Shreeram
Action,6,20,Paranji,Mahesh,Bipasha,Rahul
Action,7,16,Malhotra,Shatrughan,Neetu,Ajit
Musical,5,29,Kumar,Ashutosh,Sharad,Nethra
Drama,6,7,Chaudhary,Tulika,Plabita,Rajshri
Drama,5,22,Ralhan,Sanjeev,Yogeeta,Vinod
Horror,4,10,Chandrakumar,Kiran,Poonam,Anil
Crime,4,17,Sangal,Jeetendra,Avinash,Somy
Fantasy,6,9,Nakti,Mangesh,Vinit,Janardhan
Documentary,6,33,Shah,Amitabh,Zeenat,Dharmendra
Action,4,5,Engineer,Fearless,John,Sheila
Drama,7,4,Mehta,Rajkummar,Patralekhaa,Manav
Action,5,5,Sabharwal,Bobby,Anup,Joy
Drama,4,53,Subhash,Mithun,Meghna,Vikas
Action,6,17,Prasad,Rajbeer,Nish,Ajaz
Action,5,10,Bhatt,Ragini,Mahipal,Tiwari
Comedy,6,13,Adajania,Saif,Deepika,Diana
Drama,6,7,Aleena,Vishal,Rishi,Canelle
Drama,6,8,Singh,Ashutosh,Sakshi,Neha
Drama,6,26,Prakash,Shammi,Om,Raj
Romance,6,9,Narang,Bindiya,Rita,Master
Biography,7,1,Mehta,Randeep,Nandana,Paresh
Drama,5,58,Saif,Arun,Hayley,Bobby
Comedy,7,1,Samant,Saqib,Shweta,Pooja
Action,5,19,Kumar,Amjad,Tanuja,Arun
Action,6,4,Ghosh,Vidyut,Hsieh,Nelson
Action,5,3,Bhojani,Vidyut,Adah,Esha
Action,5,2,Datt,Vidyut,Adah,Gulshan
Action,7,14,Gopal,Ajay,Mohanlal,Manisha
Drama,6,15,Ali,Shabana,Farooq,Rohini
Action,6,2,Desai,Prayag,Amitabh,Waheeda
Action,6,4,Dhawan,Govinda,Karisma,Harish
Drama,6,1,Bhandarkar,Bipasha,Kay,Raj
Drama,7,4,Tamhane,Vira,Vivek,Geetanjali
Comedy,5,46,Menon,Swanand,Shilpa,Kushal
Action,5,4,Karnik,Nafisa,Yugesh,Madhuri
Action,5,1,Suri,Emraan,Neha,Arjan
Mystery,7,23,Saleem,Hardik,Vijay,Aastha
Drama,6,54,Hariharan,Om,Deepti,Shreeram
Crime,6,1,Sawant,Randeep,Chunky,Rukhsar
Drama,4,30,Khan,Ayub,Ritu,Simran
Action,6,20,Prasad,Ashok,Bina,Dilip
Drama,6,32,Amrohi,Meena,Nasir,M.
Action,5,8,Bhattacharya,Kabir,Bindu,Amrish
Comedy,6,21,Bose,Nimmi,Kishore,Abhi
Drama,6,6,Kumar,Sanjay,Saira,Balraj
Drama,5,32,Khosla,Sanjeev,Rekha,Moushumi
Drama,7,22,Roy,Jayant,Sauraseni,Suhasini
Comedy,6,5,Faisal,Aditya,Parineeti,Anupam
Horror,4,10,Azad,Sanjeeva,Satyendra,Shakti
Action,4,18,Raj,Akanksha,C,Samarth
Action,6,30,Kashyap,Salman,Sonakshi,Sonu
Action,4,16,Khan,Salman,Sonakshi,Prakash
Action,5,9,Chawda,Ishrat,Dharmendra,Mohan
Action,5,24,Kishore,Vinod,Bindiya,Jeevan
Action,4,30,Prasad,Ishrat,Arjun,Mithun
Action,5,51,S.,Rati,Rakesh,Mohan
Action,6,1,Ahluwalia,Arjun,Aishwarya,Nishikant
Drama,7,40,Chauhan,Mithilesh,Farheen,Garima
Drama,4,7,Shrivastava,Randhir,Rekha,Ajit
Drama,6,15,Rajaram,Mumtaz,Karan,Jayashree
Crime,5,14,Adhikari,Sharad,Amit,Rajit
Action,5,50,Chopra,Jackie,Raj,Meenakshi
Horror,5,58,Ramsay,Tulsi,Navin,Sarika
Action,5,15,Dutt,Sunil,Reena,Vinod
Action,4,7,Nagaich,Rajendra,Reena,Kabir
Action,5,31,Roy,Zeenat,Rajinikanth,Pradeep
Adventure,5,17,Shah,Sapna,Jay,Rajesh
Action,4,7,Ranawat,Ishrat,Sadashiv,Rajesh
Comedy,7,52,Rakshit,Amol,Ranjeeta,Ashok
Crime,7,3,Santoshi,Meenakshi,Rishi,Sunny
Action,4,19,Verma,Mithun,Padmini,Nirupa
Action,4,12,Deshpande,Sonali,Aryan,Sayaji
Action,4,6,Naresh,Satya,Aahuthi,Sai
Crime,6,53,Menon,Ashutosh,Tara,Jas
Horror,5,19,Manohar,Sharad,Smita,Ananda
Action,5,10,Kapoor,Dara,Nishi,Jeevan
Action,6,5,Murugadoss,Rajinikanth,Nayanthara,Nivetha
Drama,6,15,Rashid,Shyam,Nusrat,Munawar
Action,6,13,Prakash,Mukesh,Zarina,Shashikala
Action,5,23,Bharati,Khausal,Sunil,Parveen
Horror,5,8,Shah,Anil,Sapna,Vinod
Drama,6,8,Hardas,Chandni,Raj,Ishan
Romance,6,34,Anand,Dev,Zeenat,Nadira
Horror,6,3,Raman,Saif,Sameera,Vivek
Horror,5,1,Chakravarthi,Manish,Sajid,Jijy
Crime,7,9,Hussein,Nargis,Paidi,Rashid
Drama,7,37,Subba,Sunil,Waheeda,Sonia
Action,7,22,Chopra,Juhi,Sunny,Shah
Horror,4,50,Shah,Arun,Anil,Amit
Drama,7,28,Kothari,Dayal,Yashpal,Pratibha
Drama,4,11,Mattoo,Pomy,Dolly,Dinesh
Comedy,7,6,Shah,Vinay,Sarita,Rajat
Drama,7,57,Bahar,Rajit,Anjan,A.K.
Action,5,1,Gopal,Sanjay,Urmila,Paresh
Action,6,35,Segal,Vinod,Zeenat,Amjad
Action,4,18,Sharma,Jeetendra,Bhanupriya,Prem
Action,6,2,Nambiar,Vikram,Neil,Vinay
Drama,7,6,Shamsheer,Nazima,Tabrez,Heena
Action,7,9,Advani,Irrfan,Rishi,Arjun
